Entry	Protein names	Gene names
P02774	Vitamin D-binding protein (DBP) (VDB) (Gc protein-derived macrophage activating factor) (Gc-MAF) (GcMAF) (Gc-globulin) (Group-specific component) (Gc) (Vitamin D-binding protein-macrophage activating factor) (DBP-maf)	GC
Q2TAL6	Brorin (Brain-specific chordin-like protein) (von Willebrand factor C domain-containing protein 2)	VWC2 UNQ739/PRO1434
Q6PCB0	von Willebrand factor A domain-containing protein 1	VWA1
Q8N2E2	von Willebrand factor D and EGF domain-containing protein	VWDE
Q641Q2	WASH complex subunit 2A	WASHC2A FAM21A FAM21B
A6NLU5	V-set and transmembrane domain-containing protein 2B	VSTM2B
Q96N03	V-set and transmembrane domain-containing protein 2-like protein	VSTM2L C20orf102
P04004	Vitronectin (VN) (S-protein) (Serum-spreading factor) (V75) [Cleaved into: Vitronectin V65 subunit; Vitronectin V10 subunit; Somatomedin-B]	VTN
Q9BTA9	WW domain-containing adapter protein with coiled-coil	WAC KIAA1844
Q2M389	WASH complex subunit 4 (Strumpellin and WASH-interacting protein) (SWIP) (WASH complex subunit SWIP)	WASHC4 KIAA1033
Q6ZQQ6	WD repeat-containing protein 87 (Testis development protein NYD-SP11)	WDR87
Q8NEZ3	WD repeat-containing protein 19 (Intraflagellar transport 144 homolog)	WDR19 IFT144 KIAA1638
Q8IUA0	WAP four-disulfide core domain protein 8 (Putative protease inhibitor WAP8)	WFDC8 C20orf170 WAP8
O76024	Wolframin	WFS1
P56703	Proto-oncogene Wnt-3 (Proto-oncogene Int-4 homolog)	WNT3 INT4
O00258	Tail-anchored protein insertion receptor WRB (Congenital heart disease 5 protein) (Tryptophan-rich basic protein) (WRB)	WRB CHD5
P56705	Protein Wnt-4	WNT4 UNQ426/PRO864
Q96J92	Serine/threonine-protein kinase WNK4 (EC 2.7.11.1) (Protein kinase lysine-deficient 4) (Protein kinase with no lysine 4)	WNK4 PRKWNK4
Q8N9V3	WD repeat, SAM and U-box domain-containing protein 1	WDSUB1 WDSAM1
P19544	Wilms tumor protein (WT33)	WT1
Q2TBF2	WSC domain-containing protein 2	WSCD2 KIAA0789
Q9Y6F9	Protein Wnt-6	WNT6
Q9H0M0	NEDD4-like E3 ubiquitin-protein ligase WWP1 (EC 2.3.2.26) (Atrophin-1-interacting protein 5) (AIP5) (HECT-type E3 ubiquitin transferase WWP1) (TGIF-interacting ubiquitin ligase 1) (Tiul1) (WW domain-containing protein 1)	WWP1
Q5GH77	XK-related protein 3 (X Kell blood group-related 3) (XTES)	XKR3 XRG3
Q9HAV4	Exportin-5 (Exp5) (Ran-binding protein 21)	XPO5 KIAA1291 RANBP21
Q9NQW7	Xaa-Pro aminopeptidase 1 (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Cytosolic aminopeptidase P) (Soluble aminopeptidase P) (sAmp) (X-Pro aminopeptidase 1) (X-prolyl aminopeptidase 1, soluble)	XPNPEP1 XPNPEPL XPNPEPL1
Q9H1B5	Xylosyltransferase 2 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase II) (XT-II) (XylT-II)	XYLT2 XT2 UNQ3058/PRO9878
P22415	Upstream stimulatory factor 1 (Class B basic helix-loop-helix protein 11) (bHLHb11) (Major late transcription factor 1)	USF1 BHLHB11 USF
Q9Y5J1	U3 small nucleolar RNA-associated protein 18 homolog (WD repeat-containing protein 50)	UTP18 WDR50 CDABP0061 CGI-48
Q765I0	Urotensin-2B (Urotensin II-related peptide) (Urotensin IIB) (U-IIB) (UIIB) (Urotensin-2 domain-containing protein)	UTS2B URP UTS2D
P21283	V-type proton ATPase subunit C 1 (V-ATPase subunit C 1) (Vacuolar proton pump subunit C 1)	ATP6V1C1 ATP6C ATP6D VATC
O95670	V-type proton ATPase subunit G 2 (V-ATPase subunit G 2) (V-ATPase 13 kDa subunit 2) (Vacuolar proton pump subunit G 2)	ATP6V1G2 ATP6G ATP6G2 NG38
P27449	V-type proton ATPase 16 kDa proteolipid subunit (V-ATPase 16 kDa proteolipid subunit) (Vacuolar proton pump 16 kDa proteolipid subunit)	ATP6V0C ATP6C ATP6L ATPL
Q6PFW1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 (EC 2.7.4.21) (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 1) (Histidine acid phosphatase domain-containing protein 2A) (IP6 kinase) (Inositol pyrophosphate synthase 1) (InsP6 and PP-IP5 kinase 1) (VIP1 homolog) (hsVIP1)	PPIP5K1 HISPPD2A IP6K IPS1 KIAA0377 VIP1
P98155	Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R)	VLDLR
Q96GC9	Vacuole membrane protein 1 (Transmembrane protein 49)	VMP1 TDC1 TMEM49 HSPC292
Q8TDU5	Putative vomeronasal receptor-like protein 4 (G-protein coupled receptor GPCR23) (hGPCR23)	VN1R17P VNRL4
Q9GZP7	Vomeronasal type-1 receptor 1 (G-protein coupled receptor GPCR24) (hGPCR24) (V1r-like receptor 1) (V3r-related gene protein) (Vomeronasal olfactory receptor chromosome 19 subtype I member 1)	VN1R1 V1RL1 VNR19I1
Q8NFZ6	Vomeronasal type-1 receptor 2 (G-protein coupled receptor GPCR25) (hGPCR25) (V1r-like receptor 2)	VN1R2 V1RL2
Q9BXE9	Vomeronasal type-1 receptor 3 (V1r-like receptor 3)	VN1R3 V1RL3 FKSG46
Q9NY84	Vascular non-inflammatory molecule 3 (Vanin-3) (EC 3.5.1.92)	VNN3
Q9H9H4	Vacuolar protein sorting-associated protein 37B (hVps37B) (ESCRT-I complex subunit VPS37B)	VPS37B
P63125	Endogenous retrovirus group K member 25 Pro protein (HERV-K_11q22.1 provirus ancestral Pro protein) (EC 3.4.23.50) (Protease) (Proteinase) (PR)	ERVK-25
Q9Y6I0	Endogenous retrovirus group K member 6 Pro protein (HERV-K(C7) Pro protein) (HERV-K(HML-2.HOM) Pro protein) (HERV-K108 Pro protein) (HERV-K_7p22.1 provirus ancestral Pro protein) (EC 3.4.23.50) (Protease) (Proteinase) (PR)	ERVK-6 ERVK6
Q9UKI3	Pre-B lymphocyte protein 3 (N27C7-2) (Protein VPreB3)	VPREB3 UNQ355/PRO619
Q9H270	Vacuolar protein sorting-associated protein 11 homolog (hVPS11) (RING finger protein 108)	VPS11 RNF108 PP3476
Q9NRW7	Vacuolar protein sorting-associated protein 45 (h-VPS45) (hlVps45)	VPS45 VPS45A VPS45B
Q86VN1	Vacuolar protein-sorting-associated protein 36 (ELL-associated protein of 45 kDa) (ESCRT-II complex subunit VPS36)	VPS36 C13orf9 EAP45 CGI-145
A8MXK1	V-set and transmembrane domain-containing protein 5	VSTM5 C11orf90
Q7Z7D3	V-set domain-containing T-cell activation inhibitor 1 (B7 homolog 4) (B7-H4) (B7h.5) (Immune costimulatory protein B7-H4) (Protein B7S1) (T-cell costimulatory molecule B7x)	VTCN1 B7H4 UNQ659/PRO1291
Q8N398	von Willebrand factor A domain-containing protein 5B2	VWA5B2
Q96AJ9	Vesicle transport through interaction with t-SNAREs homolog 1A (Vesicle transport v-SNARE protein Vti1-like 2) (Vti1-rp2)	VTI1A
A6NCI4	von Willebrand factor A domain-containing protein 3A	VWA3A
Q502W6	von Willebrand factor A domain-containing protein 3B (VWA domain-containing protein 3B)	VWA3B
A3KMH1	von Willebrand factor A domain-containing protein 8	VWA8 KIAA0564
Q7Z5K2	Wings apart-like protein homolog (Friend of EBNA2 protein) (WAPL cohesin release factor)	WAPL FOE KIAA0261 WAPAL
Q9BUR4	Telomerase Cajal body protein 1 (WD repeat-containing protein 79) (WD repeat-containing protein WRAP53) (WD40 repeat-containing protein antisense to TP53 gene)	WRAP53 TCAB1 WDR79
Q9Y6W5	Wiskott-Aldrich syndrome protein family member 2 (WASP family protein member 2) (Protein WAVE-2) (Verprolin homology domain-containing protein 2)	WASF2 WAVE2
Q9UPY6	Wiskott-Aldrich syndrome protein family member 3 (WASP family protein member 3) (Protein WAVE-3) (Verprolin homology domain-containing protein 3)	WASF3 KIAA0900 SCAR3 WAVE3
Q9BZH6	WD repeat-containing protein 11 (Bromodomain and WD repeat-containing protein 2) (WD repeat-containing protein 15)	WDR11 BRWD2 KIAA1351 WDR15
Q9H6R7	WD repeat and coiled-coil-containing protein	WDCP C2orf44 PP384
Q9Y2W2	WW domain-binding protein 11 (WBP-11) (Npw38-binding protein) (NpwBP) (SH3 domain-binding protein SNP70) (Splicing factor that interacts with PQBP-1 and PP1)	WBP11 NPWBP SIPP1 SNP70
O00401	Neural Wiskott-Aldrich syndrome protein (N-WASP)	WASL
Q96P53	WD repeat and FYVE domain-containing protein 2 (Propeller-FYVE protein) (Prof) (WD40- and FYVE domain-containing protein 2) (Zinc finger FYVE domain-containing protein 22)	WDFY2 WDF2 ZFYVE22
Q6ICG8	Postacrosomal sheath WW domain-binding protein (WW domain-binding protein 2-like)	WBP2NL PAWP
P15498	Proto-oncogene vav	VAV1 VAV
Q99437	V-type proton ATPase 21 kDa proteolipid subunit (V-ATPase 21 kDa proteolipid subunit) (Vacuolar proton pump 21 kDa proteolipid subunit) (hATPL)	ATP6V0B ATP6F
O95231	Homeobox protein VENTX (VENT homeobox homolog) (VENT-like homeobox protein 2)	VENTX HPX42B VENTX2
P49767	Vascular endothelial growth factor C (VEGF-C) (Flt4 ligand) (Flt4-L) (Vascular endothelial growth factor-related protein) (VRP)	VEGFC
O43314	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 (EC 2.7.4.21) (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 2) (Histidine acid phosphatase domain-containing protein 1) (InsP6 and PP-IP5 kinase 2) (VIP1 homolog 2) (hsVIP2)	PPIP5K2 HISPPD1 KIAA0433 VIP2
Q9H7M9	V-type immunoglobulin domain-containing suppressor of T-cell activation (Platelet receptor Gi24) (Stress-induced secreted protein-1) (Sisp-1) (V-set domain-containing immunoregulatory receptor) (V-set immunoregulatory receptor)	VSIR C10orf54 SISP1 VISTA PP2135 UNQ730/PRO1412
Q9BQB6	Vitamin K epoxide reductase complex subunit 1 (EC 1.17.4.4) (Vitamin K1 2,3-epoxide reductase subunit 1)	VKORC1 VKOR MSTP134 MSTP576 UNQ308/PRO351
P18206	Vinculin (Metavinculin) (MV)	VCL
Q3ZAQ7	Vacuolar ATPase assembly integral membrane protein VMA21 (Myopathy with excessive autophagy protein)	VMA21 MEAX XMEA
Q96AW1	Vesicular, overexpressed in cancer, prosurvival protein 1 (EGFR-coamplified and overexpressed protein) (ECop) (Glioblastoma-amplified secreted protein) (Putative NF-kappa-B-activating protein 055N)	VOPP1 ECOP GASP
P63121	Endogenous retrovirus group K member 113 Pro protein (HERV-K113 envelope protein) (HERV-K_19p13.11 provirus ancestral Pro protein) (EC 3.4.23.50) (Protease) (Proteinase) (PR)	HERVK_113
Q4G0F5	Vacuolar protein sorting-associated protein 26B (Vesicle protein sorting 26B)	VPS26B
A5D8V6	Vacuolar protein sorting-associated protein 37C (hVps37C) (ESCRT-I complex subunit VPS37C)	VPS37C PML39
Q9Y2B5	VPS9 domain-containing protein 1 (Protein ATP-BL)	VPS9D1 ATPBL C16orf7
Q93050	V-type proton ATPase 116 kDa subunit a isoform 1 (V-ATPase 116 kDa isoform a1) (Clathrin-coated vesicle/synaptic vesicle proton pump 116 kDa subunit) (Vacuolar adenosine triphosphatase subunit Ac116) (Vacuolar proton pump subunit 1) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 1)	ATP6V0A1 ATP6N1 ATP6N1A VPP1
P63119	Endogenous retrovirus group K member 21 Pro protein (HERV-K_12q14.1 provirus ancestral Pro protein) (EC 3.4.23.50) (Protease) (Proteinase) (PR)	ERVK-21
Q9HBG4	V-type proton ATPase 116 kDa subunit a isoform 4 (V-ATPase 116 kDa isoform a4) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 4) (Vacuolar proton translocating ATPase 116 kDa subunit a kidney isoform)	ATP6V0A4 ATP6N1B ATP6N2
Q9UN37	Vacuolar protein sorting-associated protein 4A (EC 3.6.4.6) (Protein SKD2) (VPS4-1) (hVPS4)	VPS4A VPS4
O75351	Vacuolar protein sorting-associated protein 4B (EC 3.6.4.6) (Cell migration-inducing gene 1 protein) (Suppressor of K(+) transport growth defect 1) (Protein SKD1)	VPS4B SKD1 VPS42 MIG1
Q9UID3	Vacuolar protein sorting-associated protein 51 homolog (Another new gene 2 protein) (Protein fat-free homolog)	VPS51 ANG2 C11orf2 C11orf3 FFR PP5382
Q96IQ7	V-set and immunoglobulin domain-containing protein 2 (Cortical thymocyte-like protein) (CT-like protein)	VSIG2 CTH CTXL UNQ2770/PRO7154
Q8N1B4	Vacuolar protein sorting-associated protein 52 homolog (SAC2 suppressor of actin mutations 2-like protein)	VPS52 SACM2L
Q8IW00	V-set and transmembrane domain-containing protein 4 [Cleaved into: Peptide Lv]	VSTM4 C10orf72
Q9NZR4	Visual system homeobox 1 (Homeodomain protein RINX) (Retinal inner nuclear layer homeobox protein) (Transcription factor VSX1)	VSX1 RINX
P58304	Visual system homeobox 2 (Ceh-10 homeodomain-containing homolog) (Homeobox protein CHX10)	VSX2 CHX10 HOX10
P0DP72	V-set and immunoglobulin domain-containing protein 10-like 2	VSIG10L2
Q9NP79	Vacuolar protein sorting-associated protein VTA1 homolog (Dopamine-responsive gene 1 protein) (DRG-1) (LYST-interacting protein 5) (LIP5) (SKD1-binding protein 1) (SBP1)	VTA1 C6orf55 HSPC228 My012
Q9H8Y1	Vertnin	VRTN C14orf115
C4AMC7	Putative WAS protein family homolog 3 (Protein FAM39DP)	WASH3P FAM39DP
Q8IWB7	WD repeat and FYVE domain-containing protein 1 (FENS-1) (Phosphoinositide-binding protein 1) (WD40- and FYVE domain-containing protein 1) (Zinc finger FYVE domain-containing protein 17)	WDFY1 KIAA1435 WDF1 ZFYVE17
Q8TBZ3	WD repeat-containing protein 20 (Protein DMR)	WDR20
Q8IZQ1	WD repeat and FYVE domain-containing protein 3 (Autophagy-linked FYVE protein) (Alfy)	WDFY3 KIAA0993
Q96S15	GATOR complex protein WDR24 (WD repeat-containing protein 24)	WDR24 C16orf21 JFP7
P57081	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4 (WD repeat-containing protein 4)	WDR4
Q9P2L0	WD repeat-containing protein 35 (Intraflagellar transport protein 121 homolog)	WDR35 IFT121 KIAA1336
Q6PJI9	GATOR complex protein WDR59 (WD repeat-containing protein 59)	WDR59 KIAA1923 FP977
Q9H977	WD repeat-containing protein 54	WDR54
Q5JTN6	WD repeat-containing protein 38	WDR38
A4D1P6	WD repeat-containing protein 91	WDR91 HSPC049
O94967	WD repeat-containing protein 47 (Neuronal enriched MAP-interacting protein) (Nemitin)	WDR47 KIAA0893
Q96KV7	WD repeat-containing protein 90	WDR90 C16orf15 C16orf16 C16orf17 C16orf18 C16orf19 KIAA1924
Q8WWY7	WAP four-disulfide core domain protein 12 (Putative protease inhibitor WAP12) (Whey acidic protein 2)	WFDC12 C20orf122 WAP2 UNQ544/PRO844
Q8NEX5	Protein WFDC9	WFDC9 WAP9
Q9HC57	WAP four-disulfide core domain protein 1 (Prostate stromal protein ps20) (ps20 growth inhibitor)	WFDC1 PS20
Q8TEU8	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2 (Growth and differentiation factor-associated serum protein 1) (GASP-1) (hGASP-1) (WAP, follistatin, immunoglobulin, Kunitz and NTR domain-containing-related protein) (WFIKKN-related protein)	WFIKKN2 GASP1 WFIKKNRP UNQ9235/PRO31996
Q14508	WAP four-disulfide core domain protein 2 (Epididymal secretory protein E4) (Major epididymis-specific protein E4) (Putative protease inhibitor WAP5)	WFDC2 HE4 WAP5
A6NGB9	WAS/WASL-interacting protein family member 3 (Corticosteroids and regional expression protein 16 homolog)	WIPF3 CR16
Q5MNZ9	WD repeat domain phosphoinositide-interacting protein 1 (WIPI-1) (Atg18 protein homolog) (WD40 repeat protein interacting with phosphoinositides of 49 kDa) (WIPI 49 kDa)	WIPI1 WIPI49
Q5MNZ6	WD repeat domain phosphoinositide-interacting protein 3 (WIPI-3) (WD repeat-containing protein 45-like) (WDR45-like protein) (WD repeat-containing protein 45B) (WIPI49-like protein)	WDR45B WDR45L WIPI3
Q5T9L3	Protein wntless homolog (Integral membrane protein GPR177) (Protein evenness interrupted homolog) (EVI) (Putative NF-kappa-B-activating protein 373)	WLS C1orf139 GPR177 UNQ85/PRO18667
O96014	Protein Wnt-11	WNT11
Q9UBV4	Protein Wnt-16	WNT16
O14905	Protein Wnt-9b (Protein Wnt-14b) (Protein Wnt-15)	WNT9B WNT14B WNT15 UNQ6973/PRO21956
A8MTW9	Putative uncharacterized protein ENSP00000380674	
Q86TA4	Putative uncharacterized protein FLJ44553	
Q8N9P0	Putative uncharacterized protein FLJ36797	
Q6ZRM9	Putative uncharacterized protein FLJ46235	
Q8N814	Putative uncharacterized protein FLJ40140	
O75695	Protein XRP2	RP2
Q6P2D8	X-ray radiation resistance-associated protein 1	XRRA1
Q86Y38	Xylosyltransferase 1 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase I) (XT-I) (XylT-I)	XYLT1 XT1
Q8IY57	YY1-associated factor 2	YAF2
Q6ZUG5	Uncharacterized protein FLJ43738	
Q1RN00	Putative uncharacterized protein LOC151760	
Q0VG73	Putative uncharacterized protein LOC152225	
P0DN24	Putative uncharacterized protein LINC00694	LINC00694
Q9H8V8	Putative uncharacterized protein FLJ13197	
Q6ZRP5	Putative uncharacterized protein FLJ46204	
A8MVM7	Putative uncharacterized protein ENSP00000382790	
A6NLC8	Putative TAF11-like protein ENSP00000332601	
O00322	Uroplakin-1a (UP1a) (Tetraspanin-21) (Tspan-21) (Uroplakin Ia) (UPIa) (UPKa)	UPK1A TSPAN21
Q9H9P5	Putative E3 ubiquitin-protein ligase UNKL (EC 2.3.2.-) (RING finger protein unkempt-like) (Zinc finger CCCH domain-containing protein 5-like)	UNKL C16orf28 ZC3H5L ZC3HDC5L
O75631	Uroplakin-3a (UP3a) (Uroplakin III) (UPIII)	UPK3A UPK3
Q9BT76	Uroplakin-3b (UP3b) (Uroplakin IIIb) (UPIIIb) (p35)	UPK3B
P11172	Uridine 5'-monophosphate synthase (UMP synthase) [Includes: Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10); Orotidine 5'-phosphate decarboxylase (ODC) (EC 4.1.1.23) (OMPdecase)]	UMPS OK/SW-cl.21
Q5DID0	Uromodulin-like 1 (Olfactorin)	UMODL1
Q5W0Q7	SUMO-specific isopeptidase USPL1 (EC 3.4.22.-) (Ubiquitin-specific peptidase-like protein 1) (USP-like 1)	USPL1 C13orf22 D13S106
Q9Y2C2	Uronyl 2-sulfotransferase (EC 2.8.2.-)	UST DS2ST
Q5T230	Undifferentiated embryonic cell transcription factor 1	UTF1
O75691	Small subunit processome component 20 homolog (Down-regulated in metastasis protein) (Novel nucleolar protein 73) (NNP73) (Protein Key-1A6)	UTP20 DRIM
Q9NYH9	U3 small nucleolar RNA-associated protein 6 homolog (Hepatocellular carcinoma-associated antigen 66) (Multiple hat domains protein)	UTP6 C17orf40 HCA66 MHAT
P47901	Vasopressin V1b receptor (V1bR) (AVPR V1b) (AVPR V3) (Antidiuretic hormone receptor 1b) (Vasopressin V3 receptor)	AVPR1B AVPR3 VPR3
O95292	Vesicle-associated membrane protein-associated protein B/C (VAMP-B/VAMP-C) (VAMP-associated protein B/C) (VAP-B/VAP-C)	VAPB UNQ484/PRO983
Q7L8A9	Vasohibin-1	VASH1 KIAA1036 VASH
O95183	Vesicle-associated membrane protein 5 (VAMP-5) (Myobrevin)	VAMP5 HSPC191
P50552	Vasodilator-stimulated phosphoprotein (VASP)	VASP
Q99536	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	VAT1
Q8TAA9	Vang-like protein 1 (Loop-tail protein 2 homolog) (LPP2) (Strabismus 2) (Van Gogh-like protein 1)	VANGL1 STB2
P21281	V-type proton ATPase subunit B, brain isoform (V-ATPase subunit B 2) (Endomembrane proton pump 58 kDa subunit) (HO57) (Vacuolar proton pump subunit B 2)	ATP6V1B2 ATP6B2 VPP3
Q9UI12	V-type proton ATPase subunit H (V-ATPase subunit H) (Nef-binding protein 1) (NBP1) (Protein VMA13 homolog) (V-ATPase 50/57 kDa subunits) (Vacuolar proton pump subunit H) (Vacuolar proton pump subunit SFD)	ATP6V1H CGI-11
Q9H321	Variable charge X-linked protein 3B (Variably charged protein X-C) (VCX-C)	VCX3B VCXC
Q9NNX9	Variable charge X-linked protein 3 (Variable charge protein on X with eight repeats) (VCX-8r) (Variably charged protein X-A) (VCX-A)	VCX3A VCX3 VCX8R VCXA
O14598	Testis-specific basic protein Y 1 (Basic charge, Y-linked 1) (Variably charged protein Y)	VCY BPY1 VCY1A; VCY1B BPY1B
P15692	Vascular endothelial growth factor A (VEGF-A) (Vascular permeability factor) (VPF)	VEGFA VEGF
P67809	Nuclease-sensitive element-binding protein 1 (CCAAT-binding transcription factor I subunit A) (CBF-A) (DNA-binding protein B) (DBPB) (Enhancer factor I subunit A) (EFI-A) (Y-box transcription factor) (Y-box-binding protein 1) (YB-1)	YBX1 NSEP1 YB1
P07947	Tyrosine-protein kinase Yes (EC 2.7.10.2) (Proto-oncogene c-Yes) (p61-Yes)	YES1 YES
Q9UHT4	Putative uncharacterized protein PRO1854	PRO1854
Q75L30	Putative uncharacterized protein FLJ92257	
Q9UF83	Uncharacterized protein DKFZp434B061	
A8MX80	Putative UPF0607 protein ENSP00000383144	
A6NDX4	Putative transmembrane protein ENSP00000320207	
Q9UI25	Putative uncharacterized protein PRO0461	PRO0461
Q6ZT83	Uncharacterized protein FLJ44881	
Q9UI54	Putative uncharacterized protein PRO0628	PRO0628
Q6ZTC4	Putative uncharacterized protein FLJ44790	
A8MPS7	Carbohydrate deacetylase (EC 3.5.1.-)	YDJC
Q9BW85	YJU2 splicing factor homolog (Coiled-coil domain-containing protein 94)	YJU2 CCDC94
O15498	Synaptobrevin homolog YKT6 (EC 2.3.1.-)	YKT6
Q9UM01	Y+L amino acid transporter 1 (Monocyte amino acid permease 2) (MOP-2) (Solute carrier family 7 member 7) (y(+)L-type amino acid transporter 1) (Y+LAT1) (y+LAT-1)	SLC7A7
Q9P1C3	Putative uncharacterized protein PRO2829	PRO2829
Q6ZSR3	Putative uncharacterized protein FLJ45275, mitochondrial	
Q96MF0	Putative uncharacterized protein LOC100506887	
A8MUN3	Putative uncharacterized protein ENSP00000381830	
Q7L0L9	Transmembrane protein LOC653160	
A8MUA0	Putative UPF0607 protein ENSP00000381514	
Q8N1X5	Uncharacterized protein FLJ37310	
Q8N976	Putative uncharacterized protein FLJ38264	
A8MXQ7	Putative IQ motif and ankyrin repeat domain-containing protein LOC642574	
Q9BSR8	Protein YIPF4 (YIP1 family member 4)	YIPF4 Nbla11189
Q96EC8	Protein YIPF6 (YIP1 family member 6)	YIPF6
Q499Y3	Putative uncharacterized protein C10orf88-like	
Q8NDZ9	Putative uncharacterized protein LOC439951	
Q5GH70	XK-related protein 9	XKR9 XRG9
Q6PP77	XK-related protein 2 (Membrane protein XPLAC) (X Kell blood group-related, X-linked)	XKRX XKR2 XPLAC XRG2
P51811	Membrane transport protein XK (Kell complex 37 kDa component) (Kx antigen) (XK-related protein 1)	XK XKR1 XRG1
Q5GH76	XK-related protein 4	XKR4 KIAA1889 XRG4
P98170	E3 ubiquitin-protein ligase XIAP (EC 2.3.2.27) (Baculoviral IAP repeat-containing protein 4) (IAP-like protein) (ILP) (hILP) (Inhibitor of apoptosis protein 3) (IAP-3) (hIAP-3) (hIAP3) (RING-type E3 ubiquitin transferase XIAP) (X-linked inhibitor of apoptosis protein) (X-linked IAP)	XIAP API3 BIRC4 IAP3
